risk,risk,risk,risk,risk,risk,risk,risk,risk,risk,action,action,action,action,action,action,action,action,action,action
0.418770195364345,0.24195230867550677,0.36545685489118546,0.41134370406547877,0.418770195364345,0.41134370406547877,0.418770195364345,0.39114916361831326,0.3283956701912808,0.35555327537996,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.621905383356255,0.2719386944537634,0.6216560772039051,0.621905383356255,0.621905383356255,0.621905383356255,0.621905383356255,0.5887823674832391,0.5218558917249283,0.483388502559184,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.2835576736059626,0.15350338216320722,0.18161100959590362,0.2835576736059626,0.2835576736059626,0.2835576736059626,0.2835576736059626,0.2825576736059626,0.2501758963360744,0.2663827327227025,SELF_REPAIR,EXECUTE,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.38382081542278623,0.36253233969174165,0.3212096702565818,0.38382081542278623,0.38382081542278623,0.38382081542278623,0.28096367256564336,0.38382081542278623,0.272894170030486,0.297683409146692,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR
0.47030981905857017,0.274663303473927,0.3901214782441532,0.46091647228128196,0.47030981905857017,0.46091647228128196,0.47030981905857017,0.4416665650903162,0.38212516432611887,0.4020561118770536,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.49561778102774134,0.340898974205438,0.3498127306448225,0.49561778102774134,0.49561778102774134,0.49561778102774134,0.49561778102774134,0.49561778102774134,0.37459735929782234,0.42154427893514124,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
0.6747406465072335,0.32481971501133755,0.6741873134009166,0.6747406465072335,0.6747406465072335,0.6747406465072335,0.6747406465072335,0.6459166385707256,0.5508292035191575,0.5032097155267968,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.4079692978129957,0.30192817576116465,0.3066280879396223,0.4064488474110566,0.4079692978129957,0.4064488474110566,0.4079692978129957,0.3884998533685512,0.2814482351409825,0.35489328944360105,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,ASK_HUMAN
0.4863658639970415,0.13638997356562868,0.48618405896260053,0.4863658639970415,0.4863658639970415,0.4863658639970415,0.4863658639970415,0.4483428481240257,0.44518979820312776,0.4293567771327836,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.4838420517956115,0.24642113860774145,0.3746095494096581,0.4838420517956115,0.4838420517956115,0.4838420517956115,0.4838420517956115,0.4828420517956115,0.41361448599996514,0.41788098136946983,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR
0.15286007555297623,0.14573297992446863,0.1243911668127341,0.15286007555297623,0.15286007555297623,0.15286007555297623,0.15286007555297623,0.14661007555297625,0.044890225475766536,0.14981585444595946,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE
0.8195025576626251,0.46957459844559557,0.8190010885653538,0.8059609952511739,0.6906940966849191,0.6771525342734679,0.7475025576626251,0.7722797402023078,0.7022787492959304,0.6004176165527647,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.6831280725126144,0.45088193961842515,0.5783409171976489,0.681513186576819,0.6831280725126144,0.681513186576819,0.5802709296554717,0.6656072391792811,0.5973009002424386,0.5448533226056024,ASK_HUMAN,SELF_REPAIR,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
0.5358656592089113,0.185933210093933,0.5353938947764568,0.5358656592089113,0.5358656592089113,0.5358656592089113,0.43986565920891135,0.5248656592089113,0.5099750820860035,0.48329479067034053,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.4542563060946823,0.1042744045755786,0.45412002043940664,0.45289506205354635,0.4542563060946823,0.45289506205354635,0.4542563060946823,0.4182999568883331,0.42623395395390734,0.4154581325626396,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.4455153524372274,0.09566354005266481,0.44457952110067683,0.4455153524372274,0.4455153524372274,0.4455153524372274,0.4455153524372274,0.42400820958008456,0.4148024033427824,0.403007735672701,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.5715713193529566,0.4146334031823238,0.5582040029229505,0.5640547336011829,0.5715713193529566,0.5640547336011829,0.4755713193529566,0.546055644749782,0.4514861985403614,0.41942261376818246,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
0.7993430008637238,0.4493663973493834,0.799168643545182,0.7155415035434828,0.6879218788139514,0.6041203814937105,0.7273430008637236,0.7393430008637237,0.7179978283800669,0.6472976306367799,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.7644092710334406,0.41443732180128984,0.76420166411077,0.7436602339728589,0.6482432660839881,0.6274942290234062,0.6924092710334406,0.7044092710334406,0.6732730703440941,0.5940647939047495,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.8712319734705705,0.5212686342599343,0.8709635389674384,0.8674398953871865,0.8712319734705705,0.8674398953871865,0.7683748306134277,0.8259055845816816,0.7512933284000797,0.6221460286136749,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.8276695947319542,0.4777689207577061,0.8269999756751704,0.8244598832956375,0.6950081526628097,0.6917984412264929,0.7556695947319543,0.7848850709224304,0.7024951904622908,0.5937389325465361,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.19132739915980804,0.17658121317395437,0.14256806975249567,0.19132739915980804,0.19132739915980804,0.19132739915980804,0.19132739915980804,0.19132739915980804,0.0705511842916369,0.18428173026133715,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE
0.39854812426443587,0.2129901411460583,0.3290056711303435,0.39854812426443587,0.39854812426443587,0.39854812426443587,0.39854812426443587,0.39654812426443586,0.3169786165099916,0.3386699440069142,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.8728814096637187,0.5229060859061758,0.8726958394512232,0.820826127823275,0.7436786330617341,0.6916233512212904,0.8008814096637188,0.8128814096637188,0.7548439341358139,0.6522536513383872,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.6045915976430818,0.2546200481124097,0.6043782294716386,0.6015684796809326,0.6045915976430818,0.6015684796809326,0.6045915976430818,0.5698074706589549,0.5137552891392292,0.47882847115224425,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.24869249033724583,0.2151137645318716,0.1670287783494913,0.222868305176584,0.24869249033724583,0.222868305176584,0.24869249033724583,0.24023415700391249,0.16115353602251384,0.2370639106018559,SELF_REPAIR,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,EXECUTE,EXECUTE
0.8271753561323245,0.477196446870063,0.8270159003980566,0.7335195002093011,0.7127156455031903,0.619059789580167,0.7551753561323244,0.7671753561323245,0.7395600802309367,0.6634094968209406,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.7903103588376353,0.44036985083298963,0.789889602953912,0.7903103588376353,0.7903103588376353,0.7903103588376353,0.6943103588376354,0.7773103588376353,0.6811054766974397,0.5685661460285648,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.6563738947880668,0.3136683944520432,0.6313336164715309,0.6563738947880668,0.6563738947880668,0.6563738947880668,0.6563738947880668,0.6533738947880668,0.5351270972351917,0.4919925762054348,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.6629258592925324,0.31299891220801324,0.6624122129811709,0.6556227625403506,0.6629258592925324,0.6556227625403506,0.6629258592925324,0.6344552243718975,0.5468714734196465,0.5022687109415832,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.253961651824372,0.21396862096594046,0.16404854726901602,0.24037615112346333,0.253961651824372,0.24037615112346333,0.253961651824372,0.23853228674500698,0.17190372884771363,0.24097892417071987,SELF_REPAIR,EXECUTE,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,EXECUTE,EXECUTE,SELF_REPAIR
0.6193939253234437,0.2755379854577664,0.5974098160735672,0.6193939253234437,0.6193939253234437,0.6193939253234437,0.6193939253234437,0.6143939253234436,0.5140882836409038,0.47614569079809343,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.6552664137120632,0.3053199518480755,0.6548800144387452,0.6121783537706486,0.6552664137120632,0.6121783537706486,0.6552664137120632,0.609717802600952,0.5645532127896153,0.5296827331122791,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.6737159726403916,0.32378576168404516,0.6732355569773804,0.6527627428508144,0.6737159726403916,0.6527627428508144,0.6737159726403916,0.6501731154975344,0.5567824223081516,0.5118402638840321,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.8035882935273359,0.45405826216848744,0.8009959814104003,0.8035882935273359,0.8035882935273359,0.8035882935273359,0.7075882935273359,0.7935882935273358,0.6895320989108791,0.5721785380922408,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
1.0,0.95,1.0,0.9748934107811394,1.0,0.9748934107811394,0.95,0.9963932290905221,0.95,0.95,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.6287935427978193,0.3238353678848127,0.543958078306217,0.6271786568620239,0.6287935427978193,0.6271786568620239,0.5259363999406765,0.606376082480359,0.5901179171729438,0.555358754139883,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.2698202943996132,0.23268025722684893,0.18324978126069374,0.2698202943996132,0.2698202943996132,0.2698202943996132,0.2698202943996132,0.2610077943996132,0.1501115684578131,0.2522317762534838,SELF_REPAIR,EXECUTE,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,EXECUTE,SELF_REPAIR
0.6444860061451448,0.4038766697191526,0.5360884204753691,0.611643544162853,0.6444860061451448,0.611643544162853,0.6444860061451448,0.6157979109070496,0.5246267981849767,0.530396687276323,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
0.34062800962971623,0.21353841790471348,0.2512101332147635,0.34062800962971623,0.34062800962971623,0.34062800962971623,0.34062800962971623,0.34062800962971623,0.25803361702520344,0.2991018607444683,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.35180947853154715,0.24918331485502337,0.2216976014887188,0.35180947853154715,0.35180947853154715,0.35180947853154715,0.35180947853154715,0.35180947853154715,0.26712101580992126,0.317426503440978,SELF_REPAIR,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.41260291318809733,0.3846563906656797,0.33895232934580055,0.41120700166333524,0.41260291318809733,0.41120700166333524,0.3166029131880973,0.41260291318809733,0.29100645688330434,0.3205894741942695,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR
0.3406269756150935,0.2131881950653034,0.2509924796533386,0.3388924977005801,0.3406269756150935,0.3388924977005801,0.3406269756150935,0.3406269756150935,0.25963841436402185,0.29979631567713,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.36821332145221186,0.23981795596630592,0.2843909225197551,0.3558421857968866,0.36821332145221186,0.3558421857968866,0.36821332145221186,0.3643452658966563,0.27553285797425436,0.32113741910720106,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.5067976477996843,0.15684995113424688,0.506418849074671,0.4956902110966411,0.5067976477996843,0.4956902110966411,0.5067976477996843,0.4692557827203192,0.46157810929832266,0.44419533567422054,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
1.0,0.95,1.0,0.9701770736756186,1.0,0.9701770736756186,0.95,0.9643532540987092,0.95,0.95,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.5993577761159197,0.24939264040082557,0.5990978070246298,0.5993577761159197,0.5993577761159197,0.5993577761159197,0.5993577761159197,0.574138728496872,0.5054530831803294,0.46934884536102184,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.49138542155350207,0.1414111731854826,0.4911929006054641,0.48157893763620424,0.49138542155350207,0.48157893763620424,0.49138542155350207,0.4506251040931846,0.4533685051138924,0.43875048713328235,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.3683847778518771,0.22407323561914053,0.30792089739084333,0.3683847778518771,0.3683847778518771,0.3683847778518771,0.3683847778518771,0.3611689048360041,0.2688283433605248,0.31154773020099574,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.8517958491256389,0.5105496563160717,0.8230486630474615,0.8517958491256389,0.8517958491256389,0.8517958491256389,0.7489387062684961,0.8375101348399246,0.7319324246174711,0.6069996605387697,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.42386408733792,0.2515633156170335,0.37548031266572973,0.42386408733792,0.42386408733792,0.42386408733792,0.42386408733792,0.42386408733792,0.303041070249621,0.34150756348137584,ASK_HUMAN,SELF_REPAIR,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,ASK_HUMAN
0.6096899726615842,0.25971393020413336,0.6095095123974421,0.575746182819192,0.6096899726615842,0.575746182819192,0.6096899726615842,0.5614955282171398,0.5352954653994487,0.5066892442705652,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.8908905831825598,0.5409158257726372,0.8907021912161481,0.83971900393412,0.7584970098295306,0.7073254305810908,0.8188905831825598,0.8308905831825598,0.7662689238826583,0.6579563879246755,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.28644979477974614,0.22962457961462077,0.18048724892824952,0.28644979477974614,0.28644979477974614,0.28644979477974614,0.28644979477974614,0.28644979477974614,0.18548496303508713,0.26375259276128094,SELF_REPAIR,EXECUTE,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,EXECUTE,SELF_REPAIR
0.6411527573968081,0.29796452617803487,0.6173251548861417,0.6406631157921953,0.6411527573968081,0.6406631157921953,0.6411527573968081,0.6341527573968081,0.5280548518236434,0.487603380907217,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.36996979991292095,0.20597515479057352,0.3438641668069334,0.3657078929755817,0.36996979991292095,0.3657078929755817,0.36996979991292095,0.34569202213514316,0.2781863281696799,0.3104234346866931,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR
0.5817089232829008,0.23248555933070159,0.5776390801271384,0.5817089232829008,0.5817089232829008,0.5817089232829008,0.48570892328290083,0.5715964232829008,0.5413141204782592,0.4998005099126032,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.630085041481664,0.44359950822497646,0.5601502537836291,0.630085041481664,0.630085041481664,0.630085041481664,0.5340850414816639,0.628085041481664,0.5144489586759958,0.4700564037603903,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
0.3605496850116947,0.2747729313471266,0.24791164790145293,0.3564026891961158,0.3605496850116947,0.3564026891961158,0.3605496850116947,0.3605496850116947,0.24258987006377436,0.3205216015383091,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR
0.7931752599591151,0.44323232285026526,0.7927640275257815,0.7889133530217758,0.7931752599591151,0.7889133530217758,0.6903181171019722,0.7548419266257818,0.6965233390698137,0.5924584735593003,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.6094770945856699,0.25951916177977863,0.6091700726321976,0.59890178483716,0.6094770945856699,0.59890178483716,0.6094770945856699,0.5697068564904318,0.5218817654118897,0.4882058317768921,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.37843969631345925,0.2200549978590961,0.3644986881835735,0.37843969631345925,0.37843969631345925,0.37843969631345925,0.37843969631345925,0.35742818837695134,0.26464090212998054,0.30713600870423563,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,SELF_REPAIR,SELF_REPAIR
0.6765248390470819,0.32692961920033137,0.6741943055859103,0.6615448164570341,0.6765248390470819,0.6615448164570341,0.6765248390470819,0.6527911088883518,0.5565568798962747,0.5106074652075074,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.8573445485253519,0.5074049524133255,0.8569132327090487,0.8283716182280246,0.7263086814003343,0.697335751103007,0.7853445485253518,0.8008445485253519,0.7355245052515063,0.6296638854995026,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN
0.05286846699381596,0.050414585891476876,0.040920104306507436,0.05286846699381596,0.05286846699381596,0.05286846699381596,0.05286846699381596,0.04704346699381596,0.020541067243718264,0.05255464353974531,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE,EXECUTE
0.3238204522227244,0.2580426983501374,0.2144261544585862,0.3238204522227244,0.3238204522227244,0.3238204522227244,0.3238204522227244,0.32279545222272443,0.20667944715273814,0.29333805670671154,SELF_REPAIR,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,EXECUTE,SELF_REPAIR
0.33098708281470274,0.2511596065789654,0.2171338018310117,0.33098708281470274,0.33098708281470274,0.33098708281470274,0.33098708281470274,0.33098708281470274,0.2266351898725812,0.2980326501615499,SELF_REPAIR,SELF_REPAIR,EXECUTE,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,SELF_REPAIR,EXECUTE,SELF_REPAIR
