circuit_id,true_reliability,scenario,workflow_domain,workflow_criticality,ambiguous_goal,tool_failure,missing_fraction,scenario_injected,probability_high,probability_low,probability_medium,predicted_reliability,model_confidence,reliability_risk,predictive_uncertainty,distribution_shift_risk,verification_risk,resource_complexity_risk,risk_score,dominant_risk_driver,oracle_action,action__Fully Autonomous,action__Always Human,action__Confidence Only,action__Criticality Only,action__Verifier Only,action__HumanGate-Q
circuit_000140,HIGH,metadata_missing,materials_discovery,0.8532818876330783,0,0,0.21428571428571427,1,0.8695456771562612,0.0038541292631465553,0.12660019358059224,HIGH,0.8695456771562612,0.06082421637441307,0.36830085391884926,0.0,0.6428571428571428,0.0,0.38382081542278623,workflow_criticality,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
circuit_000141,MEDIUM,clean,logistics_optimization,0.6783434979419333,0,0,0.0,0,0.002587622632386963,0.20028086311295681,0.7971315142546562,MEDIUM,0.7971315142546562,0.5589900445275521,0.4716961224377466,0.07225651367144714,0.0,0.4773875661375661,0.47030981905857017,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,ASK_HUMAN
circuit_000163,MEDIUM,clean,cryptographic_analysis,0.9309263209993771,0,0,0.0,0,0.22590103538947295,0.17038036309685894,0.6037186015136681,MEDIUM,0.6037186015136681,0.4420537337780096,0.8576767669583465,0.0,0.0,0.0,0.49561778102774134,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_000169,LOW,clean,health_research,0.9531649460621231,0,0,0.0,0,1.6725588437010012e-05,0.9996029390964929,0.00038033531506994955,LOW,0.9996029390964929,0.9997740899882743,0.003254900625393565,0.0,0.0,0.4804001322751323,0.6747406465072335,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_000197,MEDIUM,clean,cryptographic_analysis,0.9732389436308705,0,0,0.0,0,0.33063269703810644,0.0031988147290014737,0.6661684882328921,MEDIUM,0.6661684882328921,0.3029746344338029,0.5961247639610197,0.0116957723226081,0.0,0.32449074074074075,0.4079692978129956,workflow_criticality,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_000206,LOW,clean,education_demo,0.31673896764549087,0,0,0.0,0,1.657076449684837e-05,0.9998883133860841,9.511584941890372e-05,LOW,0.9998883133860841,0.9999311155183226,0.001069441379064954,0.0,0.0,0.6337169312169312,0.4863658639970415,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_000211,LOW,clean,logistics_optimization,0.5402120445818951,0,0,0.0,0,0.004427842733679619,0.4187963554203877,0.5767758018459327,MEDIUM,0.5767758018459327,0.6783454662510574,0.6425441316820789,0.0,0.0,0.016666666666666666,0.4838420517956115,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ASK_HUMAN,EXECUTE,EXECUTE,ASK_HUMAN
circuit_000238,HIGH,clean,financial_optimization,0.8305373082862284,0,0,0.0,0,0.9581817957538444,0.0028089790116266693,0.0390092252345288,HIGH,0.9581817957538444,0.02036313036716463,0.16746416906024794,0.0,0.0,0.10416666666666667,0.15286007555297623,workflow_criticality,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE
circuit_000242,LOW,distribution_shift,health_research,0.9017216028207301,0,0,0.0,1,2.8635890889618858e-05,0.9996491915316615,0.0003221725774488845,LOW,0.9996491915316615,0.9997941691915135,0.00294981821924289,0.10416586470347178,0.45,0.7870469576719575,0.8195025576626251,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000269,LOW,metadata_missing,logistics_optimization,0.6602090174628908,0,0,0.21428571428571427,1,0.0012120710417237767,0.38928329393901734,0.6095046350192589,MEDIUM,0.6095046350192589,0.6635603796976839,0.6163950312645038,0.012422199506118559,0.6428571428571428,0.29201388888888885,0.6831280725126144,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN
circuit_000270,LOW,ambiguous_goal,education_demo,0.19915828556082904,1,0,0.0,1,2.9463699934492566e-05,0.9996731929751587,0.0002973433249066264,LOW,0.9996731929751587,0.9998069974713667,0.0027750848967907334,0.0,0.6,0.18333333333333335,0.5358656592089113,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_000273,LOW,clean,education_demo,0.2155565549290384,0,0,0.0,0,1.644805023402909e-05,0.9999194394130684,6.411253669746732e-05,LOW,0.9999194394130684,0.9999482900545822,0.0008016803251511734,0.010471108008738184,0.0,0.5992724867724868,0.4542563060946823,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_000277,LOW,clean,education_demo,0.2362534545726539,0,0,0.0,0,8.447694877148832e-05,0.9992993117090604,0.0006162113421682117,LOW,0.9992993117090604,0.9995766068130361,0.005504890215003193,0.0,0.0,0.35845238095238097,0.4455153524372274,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_000286,MEDIUM,ambiguous_goal,health_research,0.9237316985584241,1,0,0.0,1,0.00972794872617771,0.00503931477925087,0.9852327364945714,MEDIUM,0.9852327364945714,0.448394046201808,0.07863127311768339,0.05781989039825963,0.6,0.42526124338624344,0.5715713193529566,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
circuit_000306,LOW,distribution_shift,logistics_optimization,0.6257320960281296,0,0,0.0,1,1.8859479613038148e-05,0.9998938902980743,8.725022231266693e-05,LOW,0.9998938902980743,0.999933152898115,0.0010256312855399256,0.6446269024633917,0.45,1.0,0.7993430008637238,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_000320,LOW,distribution_shift,materials_discovery,0.7010476976103573,0,0,0.0,1,2.0261845501187138e-05,0.9998708595990502,0.0001088785554485307,LOW,0.9998708595990502,0.999919854949002,0.0012212171921801172,0.15960797738909072,0.45,1.0,0.7644092710334406,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000328,LOW,metadata_missing,health_research,0.9226049620806986,0,0,0.21428571428571427,1,2.158976554163235e-05,0.9998272186945922,0.00015119153986602917,LOW,0.9998272186945922,0.999895254887532,0.0015790264890120761,0.029169831410646996,0.6428571428571428,0.7554398148148148,0.8712319734705705,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000335,HIGH,distribution_shift,health_research,0.9628800328435653,0,0,0.0,1,3.56639029422789e-05,0.9995132002023979,0.0004511358946598819,LOW,0.9995132002023979,0.9997162113549948,0.003938935628140364,0.024690087971667385,0.45,0.7130753968253968,0.8276695947319542,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000338,HIGH,clean,health_research,0.9290478066782394,0,0,0.0,0,0.909121347106974,0.0022483021049456214,0.08863035078808049,HIGH,0.909121347106974,0.04213195995958184,0.28681958474889624,0.0,0.0,0.0,0.19132739915980804,workflow_criticality,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE
circuit_000363,LOW,clean,logistics_optimization,0.6274577519572635,0,0,0.0,0,0.0044406135412926205,0.14938898572016185,0.8461704007385455,MEDIUM,0.8461704007385455,0.5301656660525074,0.40907325372995507,0.0,0.0,0.03333333333333333,0.39854812426443587,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_000364,LOW,distribution_shift,cryptographic_analysis,0.9079805809838838,0,0,0.0,1,1.7068062445096918e-05,0.9998857765058605,9.71554316943319e-05,LOW,0.9998857765058605,0.999929496450123,0.0010915894852679964,0.40042524492649034,0.45,1.0,0.8728814096637187,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000378,LOW,clean,materials_discovery,0.6987408346450207,0,0,0.0,0,1.7003367628058437e-05,0.9998661172003827,0.00011687943198915025,LOW,0.9998661172003827,0.9999187129447777,0.0012551068908426717,0.023254753554994068,0.0,0.5797354497354498,0.6045915976430818,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_000389,MEDIUM,clean,logistics_optimization,0.6733765716517844,0,0,0.0,0,0.7898731641666011,0.0025129826577346428,0.20761385317566414,HIGH,0.7898731641666011,0.0959392165867835,0.48037477639855597,0.19864757815893708,0.0,0.14097222222222222,0.24869249033724583,workflow_criticality,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_000397,LOW,distribution_shift,logistics_optimization,0.6739636607799062,0,0,0.0,1,1.6218560968205647e-05,0.9999037074577349,8.007398129673578e-05,LOW,0.9999037074577349,0.9999397407493185,0.0009379749074590176,0.7204296609463332,0.45,1.0,0.8271753561323245,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_000398,LOW,ambiguous_goal,materials_discovery,0.840037554924582,1,0,0.0,1,2.6508326224943e-05,0.9997126393040323,0.00026085236974267154,LOW,0.9997126393040323,0.9998300228704166,0.002475034610137773,0.0,0.6,0.21666666666666667,0.7903103588376353,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000412,LOW,clean,health_research,0.9326676734836551,0,0,0.0,0,0.00016713399429742386,0.9622432412474051,0.037589624758297524,LOW,0.9622432412474051,0.979158572388639,0.1472957548031528,0.0,0.0,0.05000000000000001,0.6563738947880668,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_000417,LOW,clean,cryptographic_analysis,0.8927260451760454,0,0,0.0,0,1.9279357312177282e-05,0.999636278354784,0.00034444228790366486,LOW,0.999636278354784,0.9997912773843406,0.0030214488903611307,0.05617766732447549,0.0,0.474510582010582,0.6629258592925324,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_000422,HIGH,clean,logistics_optimization,0.6312147921281417,0,0,0.0,0,0.7506534389546307,0.003745181785901006,0.24560137925946818,HIGH,0.7506534389546307,0.1142658024526617,0.5289006150315061,0.10450385154545172,0.0,0.2571560846560847,0.253961651824372,predictive_uncertainty,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_000437,LOW,clean,financial_optimization,0.8100433975579987,0,0,0.0,0,0.0002330114852581006,0.9682734502576907,0.03149353825705111,LOW,0.9682734502576907,0.9824455424733637,0.1293182897051549,0.0,0.0,0.08333333333333333,0.6193939253234437,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_000488,LOW,clean,logistics_optimization,0.6977938532495986,0,0,0.0,0,1.8664807958368466e-05,0.999737151019434,0.0002441841726076588,LOW,0.999737151019434,0.9998470338971074,0.0022729369018703377,0.33144661493395833,0.0,0.7591435185185186,0.6552664137120632,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_000497,LOW,clean,cryptographic_analysis,0.899488848709539,0,0,0.0,0,3.80795809007788e-05,0.9996686155342251,0.000293304884874055,LOW,0.9996686155342251,0.9998006027324184,0.0028259744883014984,0.16117869068905533,0.0,0.39238095238095233,0.6737159726403916,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_000524,LOW,ambiguous_goal,cryptographic_analysis,0.8773553432035139,1,0,0.0,1,0.0002212947058114922,0.9977396637663057,0.0020390415278826878,LOW,0.9977396637663057,0.998657232453853,0.015248894805503382,0.0,0.6,0.16666666666666666,0.8035882935273359,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000545,LOW,tool_failure,health_research,0.9898804103252521,0,1,0.0,1,7.121976672135807e-05,0.9990806066058542,0.0008481736274244149,LOW,0.9990806066058542,0.9994622847381952,0.006915765915123176,0.30811826049952495,1.0,0.3092592592592593,1.0,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ABSTAIN,ABSTAIN
circuit_000559,LOW,metadata_missing,education_demo,0.2975048124990417,0,0,0.21428571428571427,1,0.0007233405128382729,0.7666083171105387,0.23266834237662318,LOW,0.7666083171105387,0.8713090711800191,0.4990321440682491,0.012422199506118559,0.6428571428571428,0.3736243386243386,0.6287935427978193,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_000561,MEDIUM,clean,financial_optimization,0.9208363533984623,0,0,0.0,0,0.7685543527049634,0.0035706375262131163,0.22787500976882338,HIGH,0.7685543527049634,0.10611439192218364,0.509238312581879,0.0,0.0,0.146875,0.2698202943996132,workflow_criticality,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_000565,MEDIUM,clean,health_research,0.9219939073859086,0,0,0.0,0,0.002519242719956085,0.433798011191612,0.5636827460884319,MEDIUM,0.5636827460884319,0.6874552469314064,0.6376328568810337,0.25263432294070576,0.0,0.47813492063492063,0.6444860061451448,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_000582,MEDIUM,clean,logistics_optimization,0.6353414815731752,0,0,0.0,0,0.20874913999403097,0.01281860402110468,0.7784322559848644,MEDIUM,0.7784322559848644,0.3631131192142937,0.5259875083232515,0.0,0.0,0.0,0.34062800962971623,reliability_risk,SELF_REPAIR,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_000621,MEDIUM,clean,logistics_optimization,0.6514497132432762,0,0,0.0,0,0.40637021771049775,0.04742583358923189,0.5462039487002703,MEDIUM,0.5462039487002703,0.2932176105043536,0.7653639826048725,0.0,0.0,0.0,0.35180947853154715,predictive_uncertainty,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,EXECUTE,EXECUTE,SELF_REPAIR
circuit_000633,HIGH,ambiguous_goal,health_research,0.9353573561907153,1,0,0.0,1,0.825669897230159,0.002543019928143753,0.17178708284169716,HIGH,0.825669897230159,0.07984720720690748,0.43323872848409856,0.010737780959708343,0.6,0.0,0.41260291318809733,workflow_criticality,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
circuit_000639,MEDIUM,clean,logistics_optimization,0.6229889327005511,0,0,0.0,0,0.2074611155498839,0.013578733760502573,0.7789601506896137,MEDIUM,0.7789601506896137,0.3641108015708287,0.5272617409514994,0.013342137803949217,0.0,0.0,0.3406269756150935,reliability_risk,SELF_REPAIR,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_000662,MEDIUM,clean,logistics_optimization,0.7129266421381346,0,0,0.0,0,0.1953589070461316,0.00864619919829469,0.7959948937555736,MEDIUM,0.7959948937555736,0.3668439013883028,0.4930729348968045,0.09516258196404048,0.0,0.06446759259259259,0.36821332145221186,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_000666,LOW,clean,education_demo,0.3478426038566278,0,0,0.0,0,1.764796018545131e-05,0.9997427336060605,0.00023961843375395954,LOW,0.9997427336060605,0.9998505619012498,0.0022282277941956174,0.08544182079263984,0.0,0.6256977513227513,0.5067976477996843,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_000670,LOW,tool_failure,cryptographic_analysis,0.9164770340120336,0,1,0.0,1,1.6816653893906137e-05,0.9998900399915069,9.314335459913792e-05,LOW,0.9998900399915069,0.9999319545010765,0.0010552583760981193,0.3214941229126632,1.0,0.7936342592592593,1.0,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ABSTAIN,ABSTAIN
circuit_000672,LOW,clean,materials_discovery,0.7223437918122323,0,0,0.0,0,1.6235346166025938e-05,0.9998321702967026,0.00015159435713137803,LOW,0.9998321702967026,0.9999003877574117,0.0015292299487641764,0.0,0.0,0.42031746031746037,0.5993577761159197,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_000700,LOW,clean,education_demo,0.29243781876622826,0,0,0.0,0,1.8201182064754488e-05,0.9998811171646478,0.00010068165328738768,LOW,0.9998811171646478,0.9999264239086271,0.0011324761649292013,0.07543449167152161,0.0,0.6793386243386244,0.49138542155350207,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_000703,MEDIUM,clean,materials_discovery,0.7658187268565562,0,0,0.0,0,0.09935737273727226,0.012780926955101227,0.8878617003076266,MEDIUM,0.8878617003076266,0.4123186920935332,0.3556698850649047,0.0,0.0,0.12026455026455025,0.3683847778518771,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_000709,LOW,metadata_missing,cryptographic_analysis,0.9220263423705216,0,0,0.21428571428571427,1,0.00020799911923148363,0.95469585803037,0.0450961428503984,LOW,0.95469585803037,0.9749891223130494,0.1691010945775148,0.0,0.6428571428571428,0.2380952380952381,0.8517958491256389,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000715,MEDIUM,clean,cryptographic_analysis,0.9294078237561461,0,0,0.0,0,0.0050653060377081815,0.08103146712636675,0.913903226835925,MEDIUM,0.913903226835925,0.492287919202533,0.2846104392481782,0.0,0.0,0.0,0.42386408733792,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_000718,LOW,clean,logistics_optimization,0.5722654404779652,0,0,0.0,0,1.680540027323429e-05,0.999889295106462,9.389949326494553e-05,LOW,0.999889295106462,0.9999315498784311,0.0010615309655419385,0.2611060757107092,0.0,0.8032407407407408,0.6096899726615842,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_000733,LOW,distribution_shift,health_research,0.9586281484607803,0,0,0.0,1,1.8593834771967042e-05,0.9998840827994766,9.732336575134012e-05,LOW,0.9998840827994766,0.9999278783140647,0.0011081880377153681,0.3936275326803065,0.45,1.0,0.8908905831825598,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_000738,MEDIUM,clean,materials_discovery,0.7766525518819921,0,0,0.0,0,0.6483913702465427,0.007516134955614787,0.3440924947978423,HIGH,0.6483913702465427,0.16235775761464383,0.6233090932440976,0.0,0.0,0.0,0.28644979477974614,predictive_uncertainty,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_000751,LOW,clean,financial_optimization,0.8699838890243434,0,0,0.0,0,0.00033884870916152393,0.9648914280024216,0.03476972328841682,LOW,0.9648914280024216,0.9805378034822091,0.1401623677098019,0.003766473881636645,0.0,0.11666666666666665,0.6411527573968081,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_000759,MEDIUM,clean,logistics_optimization,0.706026705717239,0,0,0.0,0,0.002157831910760064,0.03550391505606305,0.962338253033177,MEDIUM,0.962338253033177,0.4685561289209927,0.1535625476822798,0.0327838995179941,0.0,0.4046296296296296,0.36996979991292095,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_000760,LOW,ambiguous_goal,education_demo,0.3107292523433967,1,0,0.0,1,7.557889578250401e-05,0.9960273643027792,0.003897056801438226,LOW,0.9960273643027792,0.9977810398634264,0.02394025385742591,0.0,0.6,0.16854166666666667,0.5817089232829008,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
